,Random_ID,STUDENT_UNITS,FINAL_GRADE,GRADE_QUALITY_POINTS
21154,6H1BIY8A,3.0,A,4.0
21155,6H1BIY8A,3.0,A,4.0
21156,6H1BIY8A,3.0,A,4.0
21157,FICWI7H6,3.0,EW,0.0
21158,FICWI7H6,1.0,EW,0.0
21159,FICWI7H6,3.0,EW,0.0
21160,FICWI7H6,3.0,EW,0.0
21161,FICWI7H6,3.0,A,4.0
21162,FICWI7H6,3.0,EW,0.0
21163,EWSIDRI5,4.0,C+,2.3
21164,EWSIDRI5,5.0,C,2.0
21165,9HCPWZ0U,1.0,IF,0.0
21166,4PX93KM3,3.0,C,2.0
21167,WJCUOQ3Y,3.0,A,4.0
21168,WJCUOQ3Y,3.0,A,4.0
21169,WJCUOQ3Y,4.0,A,4.0
21170,FEQ14075,3.0,B,3.0
21171,FEQ14075,2.0,F,0.0
21172,FEQ14075,3.0,C,2.0
21173,FEQ14075,3.0,F,0.0
21174,3IQUIN50,4.0,F,0.0
21175,3IQUIN50,3.0,C+,2.3
21176,3IQUIN50,3.0,C+,2.3
21177,XXHK8U96,1.0,P,0.0
21178,XXHK8U96,9.0,A,4.0
21179,XXHK8U96,3.0,P,0.0
21180,XXHK8U96,3.0,B+,3.3
21181,JMNDVUYW,4.0,C+,2.3
21182,JMNDVUYW,3.0,A,4.0
21183,JMNDVUYW,5.0,D,1.0
21184,PAWAVT1U,3.0,B+,3.3
21185,PAWAVT1U,4.0,F,0.0
21186,PAWAVT1U,2.0,NP#,0.0
21187,PAWAVT1U,3.0,C+,2.3
21188,PAWAVT1U,3.0,C+,2.3
21189,4AV6434D,3.0,W,0.0
21190,4AV6434D,0.5,W,0.0
21191,WW7EMAHO,3.0,A,4.0
21192,WW7EMAHO,3.0,A-,3.7
21193,WW7EMAHO,3.0,A,4.0
21194,WW7EMAHO,1.0,A,4.0
21195,WW7EMAHO,1.0,A-,3.7
21196,WW7EMAHO,3.0,C,2.0
21197,VLPQ7SAM,4.0,A-,3.7
21198,A6OXSSGH,4.0,F,0.0
21199,A6OXSSGH,3.0,F,0.0
21200,A6OXSSGH,3.0,C,2.0
21201,A6OXSSGH,3.0,D+,1.3
21202,A6OXSSGH,3.0,W,0.0
21203,ZREZ3ODK,5.0,A,4.0
21204,ZREZ3ODK,2.0,A,4.0
21205,ZREZ3ODK,3.0,B,3.0
21206,ZREZ3ODK,4.0,A,4.0
21207,2RA3V0NA,3.0,C,2.0
21208,TM1F799S,3.0,A,4.0
21209,TM1F799S,3.0,A,4.0
21210,TM1F799S,5.0,A,4.0
21211,TM1F799S,4.0,A,4.0
21212,7IRG4GB1,5.0,W,0.0
21213,MCG9UPH9,5.0,W,0.0
21214,5073RAPQ,3.0,F,0.0
21215,5073RAPQ,5.0,F,0.0
21216,5073RAPQ,1.5,F,0.0
21217,UU2P7VCG,3.0,A,4.0
21218,UU2P7VCG,3.0,A,4.0
21219,UU2P7VCG,3.0,W,0.0
21220,UU2P7VCG,5.0,A,4.0
21221,RCD0WDZF,2.0,P#,0.0
21222,RCD0WDZF,4.0,A-,3.7
21223,RCD0WDZF,3.0,A-,3.7
21224,RCD0WDZF,3.0,A,4.0
21225,RCD0WDZF,3.0,B-,2.7
21226,LIR3TEPD,3.0,D+,1.3
21227,LIR3TEPD,3.0,B+,3.3
21228,LIR3TEPD,1.0,A,4.0
21229,LIR3TEPD,3.0,A,4.0
21230,VQB1W99E,3.0,B,3.0
21231,VQB1W99E,5.0,A,4.0
21232,VQB1W99E,3.0,A,4.0
21233,VQB1W99E,4.0,A,4.0
21234,VQB1W99E,3.0,A,4.0
21235,UH81KDSQ,3.0,W,0.0
21236,UH81KDSQ,3.0,W,0.0
21237,FVB9VOSW,3.0,A,4.0
21238,FVB9VOSW,3.0,B,3.0
21239,FVB9VOSW,6.0,A,4.0
21240,JVEOU60E,3.0,W,0.0
21241,JVEOU60E,3.0,A,4.0
21242,46W8ZQ97,3.0,C+,2.3
21243,46W8ZQ97,5.0,C,2.0
21244,46W8ZQ97,3.0,C+,2.3
21245,46W8ZQ97,3.0,C+,2.3
21246,76XI11NF,4.0,A,4.0
21247,76XI11NF,3.0,A,4.0
21248,76XI11NF,3.0,W,0.0
21249,76XI11NF,3.0,A,4.0
21250,GQESR2JU,6.0,B-,2.7
21251,GQESR2JU,3.0,A,4.0
21252,GQESR2JU,3.0,B,3.0
21253,D6IM6MN8,3.0,C+,2.3
21254,D6IM6MN8,3.0,D,1.0
21255,D6IM6MN8,3.0,F,0.0
21256,D6IM6MN8,4.0,D,1.0
21257,A4R1C6IQ,2.0,W,0.0
21258,A4R1C6IQ,3.0,W,0.0
21259,A4R1C6IQ,5.0,W,0.0
21260,A4R1C6IQ,4.0,W,0.0
21261,3AKJJN8E,3.0,A,4.0
21262,3AKJJN8E,1.0,A-,3.7
21263,3AKJJN8E,3.0,A,4.0
21264,3AKJJN8E,3.0,A,4.0
21265,3AKJJN8E,4.0,B,3.0
21266,XHTR7B7A,3.0,A-,3.7
21267,XHTR7B7A,5.0,W,0.0
21268,XHTR7B7A,3.0,F,0.0
21269,XHTR7B7A,4.0,C,2.0
21270,ZBO0Y564,4.0,F,0.0
21271,ZBO0Y564,3.0,D,1.0
21272,ZBO0Y564,3.0,F,0.0
21273,ZBO0Y564,3.0,F,0.0
21274,ZBO0Y564,3.0,F,0.0
21275,PQLBIOON,4.0,B-,2.7
21276,PQLBIOON,6.0,B,3.0
21277,PQLBIOON,6.0,B+,3.3
21278,Y40QV8TV,3.0,W,0.0
21279,Y40QV8TV,3.0,W,0.0
21280,Y40QV8TV,3.0,C+,2.3
21281,Y40QV8TV,3.0,F,0.0
21282,Y40QV8TV,3.0,B+,3.3
21283,Y40QV8TV,3.0,D,1.0
21284,ZDAB3Q6H,4.0,B,3.0
21285,ZDAB3Q6H,5.0,C,2.0
21286,ZDAB3Q6H,3.0,A,4.0
21287,ZDAB3Q6H,3.0,A,4.0
21288,ZDAB3Q6H,1.0,P#,0.0
21289,O5EBLB4P,3.0,A,4.0
21290,ZML098G2,5.0,C+,2.3
21291,ZML098G2,5.0,A,4.0
21292,ZML098G2,4.0,W,0.0
21293,ZML098G2,3.0,A,4.0
21294,0FXWQ6XW,4.0,A,4.0
21295,0FXWQ6XW,3.0,A,4.0
21296,0FXWQ6XW,3.0,A,4.0
21297,0FXWQ6XW,1.0,A,4.0
21298,0FXWQ6XW,3.0,A,4.0
21299,0FXWQ6XW,0.0,P#,0.0
21300,0FXWQ6XW,3.0,A,4.0
21301,0FXWQ6XW,5.0,A,4.0
21302,WHK290VF,3.0,B+,3.3
21303,WHK290VF,1.0,A,4.0
21304,WHK290VF,3.0,A,4.0
21305,WHK290VF,3.0,A,4.0
21306,WHK290VF,4.0,A,4.0
21307,KIH8OI6R,3.0,F,0.0
21308,KIH8OI6R,3.0,W,0.0
21309,KIH8OI6R,5.0,D+,1.3
21310,ZV1AV1Z0,4.0,A,4.0
21311,ZV1AV1Z0,5.0,B+,3.3
21312,ZV1AV1Z0,3.0,A,4.0
21313,ZV1AV1Z0,3.0,A,4.0
21314,VVG1N1J9,3.0,F,0.0
21315,VVG1N1J9,3.0,B-,2.7
21316,VVG1N1J9,3.0,C,2.0
21317,VVG1N1J9,4.0,C,2.0
21318,FRIRPZU9,4.0,A,4.0
21319,FRIRPZU9,4.0,A,4.0
21320,FRIRPZU9,2.0,P#,0.0
21321,Z4W6KOYW,3.0,A,4.0
21322,Z4W6KOYW,3.0,A,4.0
21323,Z4W6KOYW,3.0,A,4.0
21324,Z4W6KOYW,4.0,A,4.0
21325,Z4W6KOYW,3.0,A,4.0
21326,U1T5BFNC,3.0,A,4.0
21327,U1T5BFNC,3.0,B,3.0
21328,U1T5BFNC,5.0,C+,2.3
21329,U1T5BFNC,3.0,C,2.0
21330,U1T5BFNC,3.0,B,3.0
21331,CWYYI39I,3.0,A,4.0
21332,AOQDT4IT,3.0,A,4.0
21333,G59MWK61,3.0,B,3.0
21334,G59MWK61,3.0,B,3.0
21335,9156CPCG,3.0,F,0.0
21336,9156CPCG,3.0,F,0.0
21337,9156CPCG,3.0,B,3.0
21338,9156CPCG,4.0,W,0.0
21339,CNI8K880,15.0,F,0.0
21340,I474OYD4,4.0,B,3.0
21341,I474OYD4,4.0,A,4.0
21342,I474OYD4,3.0,A,4.0
21343,I474OYD4,3.0,B,3.0
21344,JSWGSARC,4.0,A,4.0
21345,JSWGSARC,3.0,A,4.0
21346,JSWGSARC,2.0,A,4.0
21347,JSWGSARC,5.0,A,4.0
21348,JSWGSARC,3.0,A,4.0
21349,JSWGSARC,1.0,A,4.0
21350,QRC93N8B,1.0,A,4.0
21351,QRC93N8B,3.0,A,4.0
21352,QRC93N8B,3.0,C+,2.3
21353,QRC93N8B,1.0,A,4.0
21354,QRC93N8B,3.0,A,4.0
21355,QRC93N8B,3.0,A-,3.7
21356,QRC93N8B,3.0,A,4.0
21357,LN2C8SOB,2.0,A,4.0
21358,LN2C8SOB,3.0,A-,3.7
21359,LN2C8SOB,5.0,A,4.0
21360,LN2C8SOB,4.0,A-,3.7
21361,W9J00BIB,3.0,W,0.0
21362,W9J00BIB,3.0,C,2.0
21363,W9J00BIB,5.0,C,2.0
21364,W9J00BIB,3.0,B+,3.3
21365,5V3S50ZV,3.0,A,4.0
21366,VJ91J7XZ,3.0,A,4.0
21367,OT0ZRDOE,5.0,B,3.0
21368,7XP30JJ4,5.0,A,4.0
21369,7XP30JJ4,1.5,A,4.0
21370,AO51GR74,3.0,A,4.0
21371,X9YVUHLT,3.0,C,2.0
21372,X9YVUHLT,3.0,F,0.0
21373,X9YVUHLT,3.0,W,0.0
21374,X9YVUHLT,3.0,F,0.0
21375,5N9DYWYZ,3.0,B,3.0
21376,5N9DYWYZ,3.0,B-,2.7
21377,5N9DYWYZ,3.0,A,4.0
21378,5N9DYWYZ,3.0,A,4.0
21379,5N9DYWYZ,3.0,C,2.0
21380,YTC8JXTE,3.0,A,4.0
21381,YTC8JXTE,5.0,A,4.0
21382,YTC8JXTE,3.0,A,4.0
21383,YTC8JXTE,1.0,A,4.0
21384,LHF8V1OZ,3.0,C,2.0
21385,LHF8V1OZ,5.0,B,3.0
21386,LHF8V1OZ,4.0,W,0.0
21387,X8CEBPH3,3.0,B+,3.3
21388,X8CEBPH3,3.0,A-,3.7
21389,X8CEBPH3,3.0,A,4.0
21390,X8CEBPH3,4.0,A,4.0
21391,X8CEBPH3,3.0,A,4.0
21392,ARZQ8E0P,3.0,B,3.0
21393,ARZQ8E0P,5.0,F,0.0
21394,ARZQ8E0P,3.0,B-,2.7
21395,ARZQ8E0P,3.0,C+,2.3
21396,ARZQ8E0P,3.0,W,0.0
21397,RE9PR8NW,3.0,W,0.0
21398,RE9PR8NW,5.0,C,2.0
21399,RE9PR8NW,3.0,A,4.0
21400,RE9PR8NW,3.0,B,3.0
21401,G3RLWA5G,3.0,C,2.0
21402,G3RLWA5G,5.0,A-,3.7
21403,G3RLWA5G,4.0,A,4.0
21404,6T8OD9RB,3.0,A,4.0
21405,6T8OD9RB,3.0,A,4.0
21406,6T8OD9RB,1.0,A,4.0
21407,6T8OD9RB,3.0,A,4.0
21408,6T8OD9RB,5.0,A-,3.7
21409,QPLP35FJ,3.0,B,3.0
21410,QPLP35FJ,4.0,B-,2.7
21411,QPLP35FJ,2.0,NP,0.0
21412,QPLP35FJ,3.0,A,4.0
21413,2EKT0U4B,5.0,C,2.0
21414,2EKT0U4B,5.0,W,0.0
21415,7IPRX37B,2.0,A,4.0
21416,7IPRX37B,3.0,A,4.0
21417,7IPRX37B,3.0,W,0.0
21418,7IPRX37B,3.0,A,4.0
21419,7IPRX37B,3.0,A,4.0
21420,9CPF6GGW,3.0,A,4.0
21421,UF5Y8ITC,3.0,D,1.0
21422,UF5Y8ITC,3.0,A,4.0
21423,UF5Y8ITC,5.0,B,3.0
21424,UF5Y8ITC,3.0,B,3.0
21425,VY1IO1W7,3.0,W,0.0
21426,VY1IO1W7,3.0,C,2.0
21427,VY1IO1W7,4.0,W,0.0
21428,JYJHM7A4,2.0,P#,0.0
21429,JYJHM7A4,3.0,A,4.0
21430,JYJHM7A4,4.0,D,1.0
21431,8GCDZAF1,3.0,A,4.0
21432,8GCDZAF1,3.0,A,4.0
21433,8GCDZAF1,4.0,A,4.0
21434,8GCDZAF1,3.0,A,4.0
21435,YD2OYSBK,3.0,A,4.0
21436,OO1Q093E,3.0,F,0.0
21437,OO1Q093E,3.0,D-,0.7
21438,OO1Q093E,5.0,F,0.0
21439,OO1Q093E,4.0,F,0.0
21440,9UUM0V6K,3.0,C,2.0
21441,CF20LU1E,3.0,F,0.0
21442,CF20LU1E,3.0,F,0.0
21443,CF20LU1E,3.0,W,0.0
21444,CF20LU1E,3.0,W,0.0
21445,CF20LU1E,3.0,F,0.0
21446,CF20LU1E,3.0,A,4.0
21447,COGZE4MD,3.0,A,4.0
21448,COGZE4MD,3.0,A,4.0
21449,COGZE4MD,3.0,A,4.0
21450,N6JR0BDV,1.5,A-,3.7
21451,N6JR0BDV,3.0,A,4.0
21452,STR5J726,3.0,A,4.0
21453,STR5J726,5.0,A,4.0
21454,STR5J726,4.0,B,3.0
21455,PSKI6IEG,3.0,W,0.0
21456,PSKI6IEG,3.0,F,0.0
21457,PSKI6IEG,3.0,C,2.0
21458,PSKI6IEG,3.0,F,0.0
21459,PSKI6IEG,3.0,F,0.0
21460,FAEJXY17,3.0,B,3.0
21461,FAEJXY17,5.0,D,1.0
21462,FAEJXY17,3.0,B,3.0
21463,FAEJXY17,0.5,C+,2.3
21464,HMBD9TTK,1.5,C,2.0
21465,N6ZYVUNV,3.0,A,4.0
21466,WBGV1CHO,3.0,F,0.0
21467,EYAZBP36,3.0,F,0.0
21468,EYAZBP36,4.0,D#,1.0
21469,YH0VKYP4,4.0,A,4.0
21470,YH0VKYP4,3.0,A,4.0
21471,YH0VKYP4,3.0,A,4.0
21472,YH0VKYP4,3.0,B,3.0
21473,YH0VKYP4,3.0,A,4.0
21474,YH0VKYP4,4.0,A,4.0
21475,96QU7MAD,3.0,A,4.0
21476,96QU7MAD,3.0,A,4.0
21477,WI56NB19,5.0,A,4.0
21478,WI56NB19,3.0,A,4.0
21479,WI56NB19,3.0,A,4.0
21480,57HEYU6S,3.0,C,2.0
21481,57HEYU6S,3.0,B+,3.3
21482,57HEYU6S,3.0,B,3.0
21483,3C4O8VLH,5.0,A,4.0
21484,3C4O8VLH,4.0,W,0.0
21485,3C4O8VLH,3.0,A,4.0
21486,BH798GCN,3.0,A,4.0
21487,BH798GCN,3.0,A,4.0
21488,BH798GCN,3.0,A,4.0
21489,BH798GCN,0.5,P#,0.0
21490,BH798GCN,1.0,A,4.0
21491,BH798GCN,3.0,A,4.0
21492,BH798GCN,2.0,A,4.0
21493,BH798GCN,1.0,A,4.0
21494,XBXAHIOW,3.0,F,0.0
21495,XBXAHIOW,5.0,F,0.0
21496,XBXAHIOW,3.0,W,0.0
21497,XBXAHIOW,3.0,F,0.0
21498,TRVVRT49,3.0,EW,0.0
21499,TRVVRT49,4.0,EW,0.0
21500,TRVVRT49,3.0,EW,0.0
21501,TRVVRT49,5.0,EW,0.0
21502,2I81Y326,1.5,A-,3.7
21503,2I81Y326,5.0,A#,4.0
21504,3HDEK4O9,3.0,W,0.0
21505,3HDEK4O9,1.0,A,4.0
21506,3HDEK4O9,3.0,B,3.0
21507,3HDEK4O9,3.0,F,0.0
21508,3HDEK4O9,3.0,D+,1.3
21509,3HDEK4O9,3.0,B-,2.7
21510,HL7D3ZO9,3.0,B,3.0
21511,HL7D3ZO9,4.0,D+,1.3
21512,HL7D3ZO9,4.0,W,0.0
21513,HL7D3ZO9,3.0,A,4.0
21514,HL7D3ZO9,3.0,A,4.0
21515,V1HN7ID9,4.0,A,4.0
21516,V1HN7ID9,4.0,A,4.0
21517,V1HN7ID9,3.0,A,4.0
21518,V1HN7ID9,3.0,A,4.0
21519,MSZKUOK3,3.0,A,4.0
21520,MSZKUOK3,3.0,C,2.0
21521,MSZKUOK3,3.0,A,4.0
21522,MSZKUOK3,3.0,B-,2.7
21523,1K6GYO6H,3.0,B,3.0
21524,1K6GYO6H,3.0,A-,3.7
21525,1K6GYO6H,3.0,A-,3.7
21526,1K6GYO6H,3.0,B+,3.3
21527,1K6GYO6H,1.0,A,4.0
21528,U0FF7CPK,3.0,C,2.0
21529,U0FF7CPK,1.0,A,4.0
21530,U0FF7CPK,3.0,C,2.0
21531,U0FF7CPK,1.0,C,2.0
21532,U0FF7CPK,4.0,W,0.0
21533,TR4275DH,3.0,A,4.0
21534,NSOGYBVR,3.0,A-,3.7
21535,NSOGYBVR,3.0,A,4.0
21536,NSOGYBVR,3.0,A,4.0
21537,NSOGYBVR,3.0,A,4.0
21538,AVFCMP5C,4.0,A,4.0
21539,AVFCMP5C,4.0,A-,3.7
21540,AVFCMP5C,3.0,A,4.0
21541,AVFCMP5C,3.0,A,4.0
21542,I35UWVLY,1.0,W,0.0
21543,I35UWVLY,1.0,W,0.0
21544,I35UWVLY,1.0,W,0.0
21545,I35UWVLY,4.0,W,0.0
21546,I35UWVLY,1.0,W,0.0
21547,0IFDRT24,3.0,B,3.0
21548,0IFDRT24,5.0,A,4.0
21549,INVAE35N,3.0,C,2.0
21550,INVAE35N,4.0,A-,3.7
21551,INVAE35N,5.0,C,2.0
21552,INVAE35N,3.0,D+,1.3
21553,F9QQ8QF2,3.0,A,4.0
21554,F9QQ8QF2,5.0,C,2.0
21555,F9QQ8QF2,5.0,C,2.0
21556,F9QQ8QF2,3.0,A,4.0
21557,F9QQ8QF2,1.0,B,3.0
21558,TX5WCK26,3.0,C,2.0
21559,TX5WCK26,3.0,C,2.0
21560,TX5WCK26,3.0,A-,3.7
21561,TX5WCK26,4.0,F,0.0
21562,G0KNGAJO,3.0,A-,3.7
21563,G0KNGAJO,5.0,B,3.0
21564,G0KNGAJO,3.0,A,4.0
21565,G0KNGAJO,3.0,A,4.0
21566,3PK3L8E1,3.0,D,1.0
21567,3PK3L8E1,6.0,NP,0.0
21568,GWXE37EF,3.0,C,2.0
21569,GWXE37EF,3.0,B+,3.3
21570,GWXE37EF,3.0,A-,3.7
21571,GWXE37EF,3.0,C,2.0
21572,3GLVP569,3.0,W,0.0
21573,J1BPHAEM,3.0,B,3.0
21574,J1BPHAEM,3.0,B,3.0
21575,J1BPHAEM,5.0,B-,2.7
21576,J1BPHAEM,1.0,B,3.0
21577,J1BPHAEM,4.0,A-,3.7
21578,4PBA1JZN,3.0,A,4.0
21579,4PBA1JZN,3.0,A,4.0
21580,4PBA1JZN,3.0,A,4.0
21581,4PBA1JZN,3.0,A,4.0
21582,VB48TZVR,3.0,C+,2.3
21583,VB48TZVR,3.0,A,4.0
21584,VB48TZVR,1.0,A,4.0
21585,VB48TZVR,1.0,A,4.0
21586,KCN3Y03N,2.0,F,0.0
21587,4Y7040GK,3.0,D+,1.3
21588,4Y7040GK,1.0,NP,0.0
21589,4Y7040GK,3.0,W,0.0
21590,4Y7040GK,4.0,W,0.0
21591,UDLWHHXJ,3.0,W,0.0
21592,FZNXYB2N,3.0,W,0.0
21593,FZNXYB2N,3.0,W,0.0
21594,FZNXYB2N,3.0,W,0.0
21595,FZNXYB2N,3.0,W,0.0
21596,2KVG5D1K,3.0,A-,3.7
21597,2KVG5D1K,3.0,B,3.0
21598,2KVG5D1K,4.0,B,3.0
21599,2KVG5D1K,4.0,A,4.0
21600,MJR75F0M,3.0,A,4.0
21601,MJR75F0M,3.0,B-,2.7
21602,MJR75F0M,3.0,A,4.0
21603,MJR75F0M,3.0,A,4.0
21604,PHD8ULA2,3.0,F,0.0
21605,PHD8ULA2,3.0,F,0.0
21606,T4FQWGXS,4.0,B,3.0
21607,T4FQWGXS,5.0,W,0.0
21608,T4FQWGXS,4.0,W,0.0
21609,AYB1ACAQ,1.0,A,4.0
21610,AYB1ACAQ,3.0,A,4.0
21611,AYB1ACAQ,3.0,A,4.0
21612,AYB1ACAQ,3.0,B,3.0
21613,8NGB75H7,4.0,A,4.0
21614,8NGB75H7,1.0,A,4.0
21615,8NGB75H7,2.0,A,4.0
21616,8NGB75H7,3.0,P,0.0
21617,8NGB75H7,3.0,A,4.0
21618,8NGB75H7,3.0,A,4.0
21619,VW2BINOO,3.0,W,0.0
21620,VW2BINOO,4.0,F,0.0
21621,VW2BINOO,3.0,W,0.0
21622,LZ0QVRJV,5.0,A,4.0
21623,LZ0QVRJV,3.0,A-,3.7
21624,LZ0QVRJV,5.0,B+,3.3
21625,95BF5D3V,3.0,A,4.0
21626,95BF5D3V,4.0,A,4.0
21627,95BF5D3V,3.0,B,3.0
21628,95BF5D3V,3.0,C,2.0
21629,KCZJEPRK,1.5,A,4.0
21630,QCYHMQRJ,3.0,B-,2.7
21631,QCYHMQRJ,3.0,D,1.0
21632,QCYHMQRJ,4.0,B,3.0
21633,QCYHMQRJ,3.0,A-,3.7
21634,QCYHMQRJ,1.0,B,3.0
21635,PJ7ZME3W,3.0,A,4.0
21636,PJ7ZME3W,5.0,B,3.0
21637,PJ7ZME3W,3.0,B+,3.3
21638,PJ7ZME3W,3.0,A,4.0
21639,CCFLMP0G,3.0,B-,2.7
21640,CCFLMP0G,3.0,F,0.0
21641,CCFLMP0G,3.0,W,0.0
21642,CIA3IVNU,3.0,F,0.0
21643,CIA3IVNU,5.0,A,4.0
21644,48XBFGBG,3.0,C,2.0
21645,48XBFGBG,3.0,B+,3.3
21646,48XBFGBG,4.0,B,3.0
21647,48XBFGBG,3.0,B,3.0
21648,OJ9U455W,5.0,A,4.0
21649,7NWP6KV2,0.0,P#,0.0
21650,7NWP6KV2,4.0,A-,3.7
21651,7NWP6KV2,3.0,A,4.0
21652,7NWP6KV2,4.0,A,4.0
21653,7NWP6KV2,1.0,A,4.0
21654,KUB0V4AB,3.0,D,1.0
21655,KUB0V4AB,3.0,B,3.0
21656,KUB0V4AB,3.0,F,0.0
21657,KUB0V4AB,3.0,F,0.0
21658,QZQ027RX,3.0,A,4.0
21659,QZQ027RX,3.0,C,2.0
21660,QZQ027RX,3.0,A,4.0
21661,QZQ027RX,3.0,A-,3.7
21662,NNTXQS2H,3.0,A,4.0
21663,K6L8RHPP,3.0,F,0.0
21664,K6L8RHPP,3.0,B,3.0
21665,K6L8RHPP,3.0,A-,3.7
21666,K6L8RHPP,3.0,C+,2.3
21667,0FX7AMOC,3.0,A,4.0
21668,0FX7AMOC,3.0,B,3.0
21669,0FX7AMOC,3.0,A,4.0
21670,0FX7AMOC,3.0,A,4.0
21671,07Q3GW7F,15.0,C,2.0
21672,07Q3GW7F,1.0,C,2.0
21673,0ZXRGKFC,3.0,W,0.0
21674,0ZXRGKFC,0.5,W,0.0
21675,0ZXRGKFC,3.0,W,0.0
21676,WSFK1T3Q,3.0,A-,3.7
21677,H63VOI4S,3.0,B+,3.3
21678,H63VOI4S,3.0,A-,3.7
21679,H63VOI4S,3.0,C,2.0
21680,9F9DSSJO,3.0,C,2.0
21681,9F9DSSJO,3.0,F,0.0
21682,9F9DSSJO,3.0,F,0.0
21683,QS9HD4G0,3.0,A,4.0
21684,QS9HD4G0,3.0,B+,3.3
21685,QS9HD4G0,3.0,B+,3.3
21686,QS9HD4G0,5.0,B,3.0
21687,FRJ27B8S,3.0,F,0.0
21688,FRJ27B8S,3.0,F,0.0
21689,FRJ27B8S,3.0,W,0.0
21690,FRJ27B8S,5.0,B,3.0
21691,8HZ36C77,3.0,B-,2.7
21692,8HZ36C77,3.0,B,3.0
21693,8HZ36C77,3.0,A-,3.7
21694,8HZ36C77,3.0,A,4.0
21695,5HCAO3Y4,3.0,F,0.0
21696,5HCAO3Y4,3.0,F,0.0
21697,5HCAO3Y4,3.0,F,0.0
21698,5HCAO3Y4,3.0,W,0.0
21699,5HCAO3Y4,3.0,D,1.0
21700,3A27RXDR,3.0,A-,3.7
21701,3A27RXDR,5.0,B,3.0
21702,3A27RXDR,3.0,A-,3.7
21703,3A27RXDR,3.0,P,0.0
21704,ILR2UWB7,3.0,A-,3.7
21705,ILR2UWB7,4.0,C,2.0
21706,ILR2UWB7,2.0,P#,0.0
21707,ILR2UWB7,5.0,C,2.0
21708,VM8CB7ET,3.0,W,0.0
21709,SV30BAS1,3.0,A-,3.7
21710,SV30BAS1,3.0,A,4.0
21711,Y5YI7YDS,3.0,C+,2.3
21712,Y5YI7YDS,3.0,A-,3.7
21713,Y5YI7YDS,3.0,B,3.0
21714,Y5YI7YDS,3.0,A,4.0
21715,TCW9312H,3.0,A,4.0
21716,TCW9312H,4.0,B,3.0
21717,RQ0O9X0B,2.0,P#,0.0
21718,RQ0O9X0B,3.0,C,2.0
21719,RQ0O9X0B,3.0,W,0.0
21720,RQ0O9X0B,4.0,C,2.0
21721,651B6ODG,4.0,A,4.0
21722,651B6ODG,3.0,A,4.0
21723,651B6ODG,3.0,D,1.0
21724,651B6ODG,3.0,B,3.0
21725,4RECPG60,3.0,W,0.0
21726,FETIX7EL,5.0,F,0.0
21727,FETIX7EL,3.0,F,0.0
21728,FETIX7EL,3.0,F,0.0
21729,FETIX7EL,3.0,F,0.0
21730,M9UKR2GG,3.0,B+,3.3
21731,M9UKR2GG,3.0,W,0.0
21732,M9UKR2GG,3.0,A,4.0
21733,M9UKR2GG,1.0,C,2.0
21734,J52AS8JT,3.0,A,4.0
21735,NLLVO2OT,3.0,C,2.0
21736,NLLVO2OT,3.0,C,2.0
21737,NLLVO2OT,3.0,B-,2.7
21738,NLLVO2OT,1.0,A,4.0
21739,NLLVO2OT,3.0,D,1.0
21740,VPAVHGP8,6.0,W,0.0
21741,VPAVHGP8,2.0,W,0.0
21742,VPAVHGP8,3.0,F,0.0
21743,VPAVHGP8,5.0,F,0.0
21744,U1AL6A1H,1.0,A,4.0
21745,U1AL6A1H,4.0,W,0.0
21746,U1AL6A1H,4.0,A,4.0
21747,U1AL6A1H,5.0,D-,0.7
21748,HTFCEJ0R,4.0,B,3.0
21749,HTFCEJ0R,3.0,B,3.0
21750,HTFCEJ0R,3.0,A-,3.7
21751,HTFCEJ0R,3.0,A-,3.7
21752,BII85L5R,3.0,F,0.0
21753,BII85L5R,3.0,C+,2.3
21754,BII85L5R,3.0,F,0.0
21755,BII85L5R,3.0,W,0.0
21756,TWFAMCFN,3.0,D,1.0
21757,TWFAMCFN,3.0,D+,1.3
21758,TWFAMCFN,4.0,F,0.0
21759,MIEBDFBR,1.5,A-,3.7
21760,MIEBDFBR,3.0,A,4.0
21761,N5H1IKE9,3.0,A,4.0
21762,N5H1IKE9,4.0,A,4.0
21763,N5H1IKE9,3.0,A,4.0
21764,N5H1IKE9,3.0,A,4.0
21765,H64GYTWI,5.0,A-,3.7
21766,726OAI4V,6.0,B-#,2.7
21767,726OAI4V,3.0,A-,3.7
21768,726OAI4V,4.0,A,4.0
21769,ZWN2MA4G,3.0,F,0.0
21770,ZWN2MA4G,5.0,F,0.0
21771,ZWN2MA4G,3.0,F,0.0
21772,ZWN2MA4G,4.0,W,0.0
21773,KZHMBHUJ,4.0,B-,2.7
21774,KZHMBHUJ,4.0,W,0.0
21775,KZHMBHUJ,4.0,D,1.0
21776,RT6BKPAL,3.0,B+,3.3
21777,UVR7ZPEN,3.0,A,4.0
21778,UVR7ZPEN,3.0,W,0.0
21779,UVR7ZPEN,3.0,B-,2.7
21780,9YVYZGYO,3.0,B,3.0
21781,9YVYZGYO,4.0,C,2.0
21782,9YVYZGYO,3.0,C,2.0
21783,9YVYZGYO,4.0,C+,2.3
21784,9R1FNN6L,3.0,D-,0.7
21785,9R1FNN6L,3.0,A,4.0
21786,9R1FNN6L,3.0,B,3.0
21787,9R1FNN6L,3.0,W,0.0
21788,G08CD1HR,3.0,A,4.0
